station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.pressure,air.temp,relative.humidity,wind.speed,wind.gust,incremental.precip,solar.rad,wind.cardinaldirection,sea.level.pressure
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 02:10 CDT,96312,24.16,87.2,1.17,9.66,0,0.16,SE,100903.96
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 02:15 CDT,96304,24.15,87.2,0.81,9.66,0,0.45,ESE,100895.73
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 02:20 CDT,96321,24.14,87.3,1.66,9.66,0,1.37,ESE,100913.7
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 02:25 CDT,96321,24.1,87.4,0.51,9.66,0,1.27,S,100914.33
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 02:30 CDT,96314,24.03,87.7,1.73,9.66,0,0.69,SSE,100908.1
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 02:35 CDT,96299,23.99,87.9,2.02,9.66,0,1.26,SSE,100893.01
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 02:40 CDT,96278,23.96,88.1,2.33,9.66,0,0.6,SSE,100871.48
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 02:45 CDT,96274,23.92,88.3,2.37,9.66,0,1.47,SSE,100867.92
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 02:50 CDT,96267,23.9,88.3,1.06,9.66,0,0.7,SSW,100860.91
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 02:55 CDT,96281,23.88,88.5,1.4,9.66,0,0.82,S,100875.89
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:00 CDT,96280,23.89,88.5,1.28,9.66,0,1.88,SSE,100874.68
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:05 CDT,96255,23.86,88.7,1.24,9.66,0,0.74,SSE,100848.96
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:10 CDT,96222,23.79,88.9,1.44,9.66,0,0.7,SSE,100815.49
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:15 CDT,96209,23.76,89.1,2.12,9.66,0,1.37,S,100802.34
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:20 CDT,96194,23.78,89.2,2.6,9.66,0,1.62,S,100786.31
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:25 CDT,96166,23.74,89.4,2.89,9.66,0,0.15,SSE,100757.6
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:30 CDT,96154,23.68,89.6,2.57,9.66,0,0.68,S,100745.98
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:35 CDT,96174,23.7,89.6,2.31,9.66,0,0.88,S,100766.62
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:40 CDT,96198,23.73,89.4,1.8,9.66,0,1.47,SSE,100791.29
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:45 CDT,96192,23.71,89.4,1.45,9.66,0,0.36,SE,100785.32
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:50 CDT,96197,23.65,89.5,1.48,9.66,0,0.16,E,100791.51
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 03:55 CDT,96202,23.63,89.5,1.55,9.66,0,0.21,S,100797.06
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:00 CDT,96205,23.59,89.7,1.88,9.66,0,0.01,S,100800.84
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:05 CDT,96190,23.53,89.9,2.21,9.66,0,0.05,SE,100786.07
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:10 CDT,96168,23.5,90.1,2.45,9.66,0,0.05,S,100763.49
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:15 CDT,96154,23.46,90.3,2.29,9.66,0,0,S,100749.45
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:20 CDT,96180,23.4,90.6,1.44,9.66,0,0.13,SSE,100777.64
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:25 CDT,96185,23.41,90.5,1.65,9.66,0,1.14,S,100782.72
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:30 CDT,96171,23.42,90.4,2.4,9.66,0,0.41,S,100767.9
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:35 CDT,96175,23.43,90.3,2.78,9.66,0,1.46,S,100771.93
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:40 CDT,96169,23.43,90.3,2.86,9.66,0,0.44,SSE,100765.64
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:45 CDT,96182,23.4,90.3,2.87,9.66,0,0.1,SSE,100779.74
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:50 CDT,96212,23.39,90.4,1.88,9.66,0,0.88,S,100811.33
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 04:55 CDT,96243,23.41,90.2,1.57,9.66,0,1.95,S,100843.5
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:00 CDT,96267,23.45,89.9,1.87,9.66,0,1.84,SSW,100868.01
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:05 CDT,96295,23.49,89.7,1.86,9.66,0,1.69,SSW,100896.72
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:10 CDT,96309,23.5,89.7,1.82,9.66,0,1.42,S,100911.23
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:15 CDT,96337,23.52,89.5,1.19,9.66,0,1.86,SSW,100940.25
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:20 CDT,96371,23.56,89.4,0.16,9.66,0,1.4,ENE,100975.24
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:25 CDT,96412,23.6,89.1,0.95,9.66,0,1.93,NE,101017.57
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:30 CDT,96477,23.64,89,1.93,9.66,0,1.92,N,101085.04
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:35 CDT,96535,23.67,88.8,2.38,9.66,0,1.67,N,101145.34
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:40 CDT,96549,23.72,88.5,2.5,9.66,0,1.56,NNE,101159.22
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:45 CDT,96570,23.72,88.5,2.04,9.66,0,1.16,WSW,101181.22
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 05:55 CDT,96637,23.57,77.81,3.66,10.66,0,1.14,W,101253.88
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:00 CDT,96717,20.17,84.8,5.05,11.5,0.254,4.22,N,101392.35
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:05 CDT,96728,18.4,91.9,4.26,10.66,2.794,5.1,N,101432.84
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:10 CDT,96738,18.01,93.7,4.47,10.66,0.254,2.92,NE,101449.75
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:15 CDT,96762,17.91,93.7,5.96,10.99,0.762,2.76,N,101476.57
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:20 CDT,96758,17.78,94.2,5.76,12.5,0.762,2.37,NNW,101474.53
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:25 CDT,96759,17.53,94.2,4.33,12.5,1.524,2.23,N,101479.72
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:30 CDT,96756,17.31,94,6.36,12.5,0.254,3.23,NNE,101480.22
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:35 CDT,96783,17.42,93.8,4.43,11.66,0,3.48,S,101506.72
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:40 CDT,96797,17.58,92,4.45,11.66,0,4.29,NE,101518.75
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:45 CDT,96822,17.71,91.2,3.77,10.83,0,4.83,NNE,101542.82
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:50 CDT,96850,17.68,91.1,3.44,9.66,0,4.7,NE,101572.68
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 06:55 CDT,96867,17.6,91.7,2.79,9.66,0,4.46,NE,101591.84
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:00 CDT,96900,17.52,91.3,2.22,9.66,0,4.45,ENE,101627.78
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:05 CDT,96923,17.49,92,1.86,9.66,0,4.35,N,101652.39
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:10 CDT,96946,17.44,92.1,1.75,9.66,0,4.07,NE,101677.35
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:15 CDT,96969,17.39,92.4,1.34,9.66,0,4.4,N,101702.3
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:20 CDT,96991,17.36,92.4,1.55,9.66,0,5.55,N,101725.87
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:25 CDT,97007,17.35,91.7,1.9,9.66,0,6.65,NE,101742.83
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:30 CDT,97013,17.37,91.8,1.45,9.66,0,7.33,NE,101748.78
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:35 CDT,97011,17.38,91.3,1.3,9.66,0,10.92,NE,101746.52
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:40 CDT,97018,17.38,92,1.69,9.66,0,15.41,NNE,101753.86
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:45 CDT,97017,17.37,92,1.32,9.66,0,20.85,N,101752.98
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:50 CDT,97015,17.37,92.1,1.43,9.66,0,26.78,NW,101750.88
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 07:55 CDT,97026,17.47,92.5,0.89,9.66,0,32.64,N,101760.75
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:00 CDT,97042,17.57,92,1.35,9.66,0,38.41,N,101775.87
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:05 CDT,97045,17.69,91.9,1.49,9.66,0,45.1,N,101777.02
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:10 CDT,97045,17.8,91.1,1.83,9.66,0,51.8,N,101775.2
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:15 CDT,97040,17.88,90.2,2.33,9.66,0,59.8,NNE,101768.63
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:20 CDT,97042,17.94,89.2,2.75,9.66,0,67.75,NNE,101769.74
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:25 CDT,97044,18.01,88,3.41,9.66,0,77.13,N,101770.68
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:30 CDT,97041,18.05,86.5,2.7,9.66,0,84.12,N,101766.88
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:35 CDT,97037,18.1,85.6,3.01,9.66,0,93.92,N,101761.87
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:40 CDT,97039,18.14,83.8,4.09,9.66,0,105.16,N,101763.31
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:45 CDT,97040,18.21,83.2,3.62,8.83,0,124.05,NNW,101763.2
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:50 CDT,97037,18.27,82.1,3.86,8.83,0,150.86,N,101759.07
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 08:55 CDT,97038,18.4,80.7,4.69,9.16,0,198.06,N,101757.98
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:00 CDT,97045,18.56,77.8,4.71,9.83,0,211.73,N,101762.69
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:05 CDT,97063,18.74,77.93,3.93,9.83,0,213.28,NNW,101778.59
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:10 CDT,97076,18.82,76.24,4.3,9.83,0,226.61,NNW,101790.92
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:15 CDT,97090,18.92,76.17,4.11,9.83,0,260.63,N,101803.95
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:20 CDT,97092,19.07,75.83,4.11,9.83,0,279.25,N,101803.58
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:25 CDT,97099,19.2,73.91,4.73,10.83,0,241.05,NNE,101808.79
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:30 CDT,97115,19.36,70.02,3.8,10,0,174.49,NNE,101822.96
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:35 CDT,97134,19.19,71.64,5.02,10.33,0,271.2,N,101845.66
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:40 CDT,97149,19.31,71.5,4.2,9.83,0,210.93,N,101859.42
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:45 CDT,97159,19.53,67.95,4.51,9.83,0,177.62,N,101866.31
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:50 CDT,97168,19.42,71.03,4.66,10.16,0,111.05,NE,101877.53
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 09:55 CDT,97185,19.56,67.38,5.54,10.99,0,172.35,N,101893.08
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:00 CDT,97198,19.66,66.97,4.69,11.16,0,335.03,N,101905.07
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:05 CDT,97200,19.9,66.5,4.89,10.33,0,335.95,N,101903.23
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:10 CDT,97193,19.88,65.21,5.24,10.33,0,366.41,S,101896.23
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:15 CDT,97190,20.04,60.21,4.77,10.71,0,399.71,N,101890.5
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:20 CDT,97197,20.18,63.45,5.08,10.71,0,406.8,NNW,101895.53
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:25 CDT,97209,20.49,61.79,4.12,10.49,0,392.74,N,101903.05
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:30 CDT,97218,20.72,60.74,3.97,10.99,0,393.81,NNE,101908.74
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:35 CDT,97215,20.91,57.02,3.98,10.33,0,395.38,N,101902.53
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:40 CDT,97217,20.98,57.8,4.22,9.16,0,410.43,NNE,101903.48
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:45 CDT,97215,21.1,53.67,5.01,11.33,0,416.33,NNW,101899.46
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:50 CDT,97219,20.96,55.73,5.08,11.33,0,436.21,NNE,101905.92
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 10:55 CDT,97221,21.25,55.89,3.95,11.33,0,448.57,N,101903.3
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:00 CDT,97220,21.25,51.53,5.33,11.33,0,460.25,N,101902.28
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:05 CDT,97225,21.48,52.31,4.39,10.33,0,469.26,N,101903.79
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:10 CDT,97231,21.35,51.16,5.71,10.33,0,479.9,N,101912.19
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:15 CDT,97236,21.72,48.86,4.25,10.16,0,489.68,ENE,101911.45
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:20 CDT,97239,21.77,49.33,4.7,10.16,0,490.32,NNE,101913.79
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:25 CDT,97243,21.88,49.91,5.62,10.16,0,497.35,N,101916.2
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:30 CDT,97252,22.05,48.18,4.84,10.16,0,507.72,NNW,101922.89
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:35 CDT,97252,22.34,47.47,4.38,10.16,0,520.32,NE,101918.22
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:40 CDT,97251,22.42,46.19,4.17,10.16,0,534.68,NNE,101915.89
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:45 CDT,97260,22.7,45.04,3.83,10.16,0,546.2,NNE,101920.83
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:50 CDT,97265,22.85,44.63,4.13,10.66,0,565.5,N,101923.66
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 11:55 CDT,97275,22.58,45.11,5.19,9.5,0,593.8,N,101938.48
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:00 CDT,97279,23.13,44.13,3.31,9.33,0,615.09,NNE,101933.84
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:05 CDT,97280,23.19,43.52,3.89,9.33,0,638.24,NNE,101933.93
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:10 CDT,97288,22.97,42.13,5.07,9.5,0,669.39,NW,101945.85
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:15 CDT,97294,23.01,41.99,5.54,9.5,0,697.06,N,101951.5
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:20 CDT,97299,23.12,40.84,4.17,9.5,0,712.49,NNE,101954.98
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:25 CDT,97300,23.61,42.74,4.19,9.5,0,739.24,NNE,101948.18
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:30 CDT,97300,23.83,41.59,3.1,9.5,0,752.02,NNE,101944.67
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:35 CDT,97304,23.72,39.76,4.61,9.5,0,759.93,N,101950.63
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:40 CDT,97304,23.89,38.2,3.62,9.5,0,780.35,NNE,101947.93
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:45 CDT,97310,24.1,38.91,3.43,9.5,0,800.82,NNE,101950.87
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:50 CDT,97308,24.27,36.51,3.5,9.5,0,814.49,NE,101946.08
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 12:55 CDT,97306,24.2,38.74,3.55,9.5,0,831.97,NE,101945.08
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:00 CDT,97307,24.31,39.72,2.84,9.5,0,855.45,NNE,101944.37
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:05 CDT,97301,24.68,33.81,4.03,9.5,0,864.25,NNE,101932.26
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:10 CDT,97304,24.62,32.86,4.01,8.83,0,898.54,NNE,101936.36
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:15 CDT,97300,24.55,35.7,4.11,8.83,0,877.25,N,101933.26
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:20 CDT,97297,24.39,35.29,3.58,8.83,0,629.87,NNE,101932.66
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:25 CDT,97289,24.77,34.42,2.98,8.83,0,609.87,NNE,101918.26
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:30 CDT,97295,25.12,29.18,3.79,8.83,0,613.79,N,101919.04
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:35 CDT,97298,25.05,29.48,2.99,8.83,0,,N,101923.29
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:40 CDT,97298,24.94,26.77,4,8.83,0,646.11,ENE,101925.05
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:45 CDT,97301,25.19,26.37,3.27,8.83,0,658.87,NNW,101924.24
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:50 CDT,97301,25.38,29.01,2.95,8.83,0,677.22,NE,101921.22
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 13:55 CDT,97302,25.59,28.87,2.6,8.83,0,684.59,N,101918.96
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:00 CDT,97303,25.43,28.97,3.17,8.83,0,713.6,NNE,101922.53
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:05 CDT,97301,25.54,27.59,3.55,8.83,0,745.14,ENE,101918.71
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:15 CDT,97300,25.41,25.02,3.41,8.83,0,747.79,N,101919.73
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:20 CDT,97304,25.49,29.17,3.09,8.83,0,744.67,NNW,101922.63
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:25 CDT,97296,25.52,27.31,3.2,8.83,0,764.12,N,101913.79
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:30 CDT,97281,25.72,28.94,3.61,8.83,0,755.69,N,101894.91
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:35 CDT,97280,25.8,26.64,3.66,8.83,0,591.35,NNE,101892.63
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:40 CDT,97280,25.65,27.01,3.1,8.83,0,525.93,N,101894.98
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:45 CDT,97280,25.72,27.95,3.73,8.83,0,589.32,N,101893.87
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:50 CDT,97278,25.91,26.23,3.65,8.83,0,615.8,NNE,101888.81
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 14:55 CDT,97272,26.13,25.25,3.1,8.83,0,617.3,NNW,101879.07
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 15:00 CDT,97268,25.76,28.46,3.66,8.83,0,598.12,N,101880.67
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 15:05 CDT,97262,25.93,27.89,2.88,8.83,0,610.54,N,101871.72
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 15:10 CDT,97253,26.26,25.25,2.69,8.83,0,618.25,N,101857.13
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 15:15 CDT,97247,26.09,27.11,3.12,8.83,0,638.65,N,101853.5
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 15:20 CDT,97242,26.31,25.42,3.18,8.83,0,687.83,NW,101844.83
TWB01,Blanco_2019_16,30.08906,-98.41806,1336,6/17/20,i,2020,04/29/2020 15:25 CDT,97234,26.01,28.05,2.78,8.83,0,628.45,NNE,101841.13
